NDSI_2018,NDSI_2023,NDSI_change,NDVI_2018,NDVI_2023,NDVI_change,class
0.7686278320839378,0.6378961377436437,-0.13073169434029408,-0.03382704112278234,-0.0174881859887552,0.016338855134027143,0
0.30885341074020317,0.04132747753541963,-0.2675259332047836,-0.006714413607878252,0.08583679627325894,0.09255120988113719,1
0.37578278120369046,0.2118143272087873,-0.16396845399490317,-0.03267847893906362,-0.004284590839653225,0.028393888099410396,1
0.7923347337734716,0.7322147430326886,-0.060119990740783,-0.030201531716312565,-0.041205485024662286,-0.011003953308349721,0
0.7437491302129239,0.7403469501958588,-0.0034021800170650485,-0.04308055473591033,-0.03182453093737024,0.011256023798540092,0
0.7259915853110576,0.6167308142131117,-0.10926077109794585,-0.023537992308712428,-0.017559498184286145,0.005978494124426283,0
-0.31469508998776874,-0.36994488345839704,-0.055249793470628306,0.28698464025869036,0.2644406163345362,-0.022544023924154166,2
0.5336769759450172,0.5718566775244299,0.03817970157941275,-0.03463801887910265,-0.013245135465125362,0.02139288341397729,0
0.29848757934331166,0.12584561623583168,-0.17264196310747998,-0.01360939862742816,-0.02304425731331922,-0.00943485868589106,1
0.233521803113624,0.030767884744378676,-0.20275391836924533,0.03198705102512719,0.06585074856637033,0.03386369754124314,1
0.5907907499106642,0.576507220087698,-0.014283529822966212,-0.018878011293394368,-0.018922168931153102,-4.415763775873424e-05,0
0.0011004825192585108,-0.041598248494800316,-0.04269873101405883,0.007019185774450084,0.009041321775098834,0.00202213600064875,1
0.7729005979720946,0.7677437356168578,-0.005156862355236824,-0.02753300409928664,-0.023485004870306986,0.004047999228979655,0
0.7100894306972685,0.6821726270502821,-0.027916803646986343,-0.05469199769717907,-0.03951436543247116,0.015177632264707912,0
0.6758164016073349,0.5281026640675764,-0.14771373753975847,-0.039073181262142924,-0.00033955857385401525,0.03873362268828891,0
0.6481270048387973,0.4999946034041727,-0.14813240143462458,-0.048348892294830643,-0.014919457577216032,0.033429434717614614,0
0.7391795451044822,0.66875,-0.0704295451044823,-0.02602506575893543,-0.03599500477484761,-0.009969939015912178,0
0.4196891191709844,0.10672926447574337,-0.312959854695241,-0.02177042101475351,0.010852713178294525,0.032623134193048034,1
0.815647706140603,0.8338741486760104,0.018226442535407394,-0.04325193471144168,-0.04218389096754151,0.0010680437439001753,0
0.46633701027006463,0.31759250496829755,-0.14874450530176708,-0.021116619582064556,-0.01795290814095331,0.0031637114411112444,1
0.7268547808848961,0.6821132427806061,-0.044741538104289935,-0.02561983471074379,-0.03140033112818068,-0.005780496417436887,0
0.8144329896907215,0.748787188029692,-0.06564580166102951,-0.030813719163706278,-0.0343901472036424,-0.00357642803993612,0
0.5909369868466884,0.39734672412038136,-0.19359026272630703,-0.014320172102827109,0.0032394227937567193,0.01755959489658383,0
0.7943351823835939,0.6937893343167543,-0.10054584806683964,-0.03083419348784834,-0.024434979819970178,0.006399213667878163,0
