LST_2017,LST_2023,NDSI_2017,NDSI_2023,class
-4.679946939999979,0.27276404000002685,0.8480364065396931,0.617714828503983,0
21.954973910000035,16.412654480000015,-0.5594136987985128,-0.4357810154657268,1
-0.18695964999994885,1.6570621399999936,0.8432398953813321,0.2025394735529689,0
-11.382684159999997,-9.618985839999993,1.0444687018127672,0.8980874080484638,2
-0.9235429599999634,-1.6652532999999607,0.5009347442144654,0.5556882449696943,0
21.54652052000006,21.71400349999999,-0.491434524413956,-0.5160840009711094,1
8.29485698000002,16.74762043999999,0.15347319001467796,-0.3559265617883045,3
11.712876980000033,13.281748160000006,-0.06673829641870704,-0.07718210942157638,3
17.843095850000054,13.842303440000023,-0.5409737909261627,-0.5637307650920046,1
13.862811560000011,17.97468962000005,0.2706143625677255,-0.12661145168467688,1
15.884570390000022,16.364802199999986,-0.17400573367144806,-0.20762845548798395,1
-12.00989082999996,-9.91977159999999,0.8403193964994321,0.860612138676958,2
-2.6616061299999956,3.256695500000035,0.8321814789138874,0.4321251812228166,0
-0.4416021399999863,6.254299039999978,0.5847059241453625,-0.6663978367095215,0
12.041006900000014,12.926274079999985,-0.30206312486265136,-0.2561812185946599,3
7.436933960000033,16.081106540000007,0.583562371814566,-0.19387581142220178,3
15.506879180000055,19.181250680000005,-1.3195276045752986,-5.457932097067074,1
-1.0824808899999994,-1.9284408400000075,0.8922689541591148,0.8688626927599485,0
4.5213628999999855,2.9388196400000197,0.47830722963099387,0.2157265363381302,0
0.8640814999999975,-0.4552742199999784,0.6942115941596858,0.5957475798491914,0
-5.746369179999988,-3.818605899999966,0.867942864418225,0.8553911308185966,2
3.3284739200000217,9.87056419999999,0.16657813089436524,-0.3096588539494536,3
-5.49685371999999,-0.3048813399999517,0.8586873309108041,0.7062621675503381,0
20.572384820000025,24.69109892000006,-0.4302719434003981,-0.31377788826051817,1
-1.4294099200000119,5.375867900000003,0.9108725142147948,-0.03927095077038672,0
23.457193700000005,25.846389680000016,-0.027139614487619614,-0.12665245202558623,1
-1.3952297199999748,-3.1486739800000123,0.6041618080107962,0.2942253714575505,0
2.0791876100000195,6.6405353000000105,0.9304323762571307,0.5717342397417713,0
8.204279450000058,16.245171500000026,0.73167166764624,0.36123855341122274,3
1.5288863900000251,2.6141077400000086,0.7388847151722273,0.14660512128150618,0
25.677197690000014,24.571468220000042,-0.2145812224178385,-0.17689230096176226,1
-0.19208667999998852,-2.0070552999999904,0.9421944776773552,0.9190774232221065,0
4.341916850000018,14.269555940000032,0.8333624631128337,-0.05439142461964033,3
